method,doc_id,pred_field,best_gold_field,best_f1,own_f1,contaminated
ml_decomposed,22416755,Pop,Pop,0.3225806451612903,0.3225806451612903,False
ml_decomposed,22416755,Int,Pop,0.3225806451612903,0.25806451612903225,False
ml_decomposed,22416755,Out,Int,0.35,0.0,False
ml_decomposed,22420121,Pop,Pop,0.4126984126984127,0.4126984126984127,False
ml_decomposed,22420121,Int,Int,0.42857142857142855,0.42857142857142855,False
ml_decomposed,22420121,Out,Out,0.48437499999999994,0.48437499999999994,False
ml_decomposed,22435114,Pop,Pop,0.2978723404255319,0.2978723404255319,False
ml_decomposed,22435114,Int,Pop,0.2803738317757009,0.27272727272727276,False
ml_decomposed,22435114,Out,Int,0.10256410256410256,0.0,False
ml_decomposed,22538329,Pop,Pop,0.22807017543859648,0.22807017543859648,False
ml_decomposed,22538329,Int,Pop,0.3291139240506329,0.24000000000000002,False
ml_decomposed,22538329,Out,Out,0.0849673202614379,0.0849673202614379,False
ml_decomposed,22646975,Pop,Pop,0.16216216216216217,0.16216216216216217,False
ml_decomposed,22646975,Int,Pop,0.18,0.1075268817204301,False
ml_decomposed,22646975,Out,Out,0.39655172413793105,0.39655172413793105,False
ml_decomposed,22744141,Pop,Pop,0.48101265822784806,0.48101265822784806,False
ml_decomposed,22744141,Int,Pop,0.3307086614173228,0.18867924528301885,False
ml_decomposed,22744141,Out,Int,0.14545454545454545,0.08695652173913042,False
ml_decomposed,22865017,Pop,Pop,0.4227642276422765,0.4227642276422765,False
ml_decomposed,22865017,Int,Int,0.23423423423423423,0.23423423423423423,False
ml_decomposed,22865017,Out,Out,0.5306122448979592,0.5306122448979592,False
ml_decomposed,22881991,Pop,Pop,0.2723004694835681,0.2723004694835681,False
ml_decomposed,22881991,Int,Pop,0.27053140096618356,0.208955223880597,False
ml_decomposed,22881991,Out,Pop,0.2018348623853211,0.18269230769230768,False
ml_decomposed,22897461,Pop,Pop,0.3312883435582822,0.3312883435582822,False
ml_decomposed,22897461,Int,Pop,0.35135135135135137,0.2222222222222222,False
ml_decomposed,22897461,Out,Out,0.2,0.2,False
ml_decomposed,22956006,Pop,Pop,0.2857142857142857,0.2857142857142857,False
ml_decomposed,22956006,Int,Int,0.20689655172413796,0.20689655172413796,False
ml_decomposed,22956006,Out,Int,0.1359223300970874,0.1218274111675127,False
ml_decomposed,23021296,Pop,Pop,0.5714285714285714,0.5714285714285714,False
ml_decomposed,23021296,Int,Out,0.3333333333333333,0.25,False
ml_decomposed,23021296,Out,Out,0.3333333333333333,0.3333333333333333,False
ml_decomposed,23103798,Pop,Int,0.22535211267605632,0.03636363636363636,False
ml_decomposed,23103798,Int,Int,0.30357142857142855,0.30357142857142855,False
ml_decomposed,23103798,Out,Out,0.2,0.2,False
ml_decomposed,23114870,Pop,Int,0.3614457831325301,0.24561403508771928,False
ml_decomposed,23114870,Int,Int,0.4155844155844156,0.4155844155844156,False
ml_decomposed,23114870,Out,Out,0.19310344827586207,0.19310344827586207,False
ml_decomposed,23356250,Pop,Pop,0.2173913043478261,0.2173913043478261,False
ml_decomposed,23356250,Int,Int,0.12962962962962965,0.12962962962962965,False
ml_decomposed,23356250,Out,Int,0.09395973154362415,0.08391608391608392,False
ml_decomposed,23357440,Pop,Pop,0.37410071942446044,0.37410071942446044,False
ml_decomposed,23357440,Int,Pop,0.2937853107344633,0.23255813953488375,False
ml_decomposed,23357440,Out,Pop,0.20338983050847456,0.06122448979591836,False
ml_decomposed,23392542,Pop,Pop,0.31192660550458723,0.31192660550458723,False
ml_decomposed,23392542,Int,Out,0.233502538071066,0.13829787234042554,False
ml_decomposed,23392542,Out,Out,0.23404255319148937,0.23404255319148937,False
ml_decomposed,23417625,Pop,Int,0.29333333333333333,0.2222222222222222,False
ml_decomposed,23417625,Int,Int,0.256,0.256,False
ml_decomposed,23417625,Out,Int,0.18791946308724836,0.18181818181818182,False
ml_decomposed,23549581,Pop,Pop,0.4727272727272728,0.4727272727272728,False
ml_decomposed,23549581,Int,Pop,0.35805626598465473,0.10059171597633138,False
ml_decomposed,23549581,Out,Pop,0.32478632478632474,0.18064516129032257,False
ml_decomposed,23838728,Pop,Pop,0.18604651162790697,0.18604651162790697,False
ml_decomposed,23838728,Int,Pop,0.13513513513513514,0.06060606060606061,False
ml_decomposed,23838728,Out,Pop,0.07017543859649124,0.0,False
ml_decomposed,23849147,Pop,Pop,0.456140350877193,0.456140350877193,False
ml_decomposed,23849147,Int,None,0.0,0.0,False
ml_decomposed,23849147,Out,Pop,0.17142857142857143,0.031746031746031744,False
ml_decomposed,23985254,Pop,Pop,0.36697247706422015,0.36697247706422015,False
ml_decomposed,23985254,Int,Pop,0.43956043956043955,0.22222222222222224,False
ml_decomposed,23985254,Out,Out,0.21761658031088082,0.21761658031088082,False
ml_decomposed,24075141,Pop,Pop,0.3283582089552239,0.3283582089552239,False
ml_decomposed,24075141,Int,Int,0.27027027027027023,0.27027027027027023,False
ml_decomposed,24075141,Out,Int,0.16363636363636364,0.12244897959183673,False
ml_decomposed,24080592,Pop,Pop,0.3636363636363636,0.3636363636363636,False
ml_decomposed,24080592,Int,Pop,0.3050847457627119,0.056603773584905655,False
ml_decomposed,24080592,Out,Out,0.23008849557522126,0.23008849557522126,False
ml_decomposed,24317958,Pop,Pop,0.40476190476190477,0.40476190476190477,False
ml_decomposed,24317958,Int,Int,0.19999999999999998,0.19999999999999998,False
ml_decomposed,24317958,Out,Int,0.2528735632183908,0.12422360248447208,False
ml_decomposed,24350813,Pop,Pop,0.2916666666666667,0.2916666666666667,False
ml_decomposed,24350813,Int,Pop,0.16766467065868265,0.06329113924050632,False
ml_decomposed,24350813,Out,Out,0.11494252873563218,0.11494252873563218,False
ml_decomposed,24451919,Pop,Pop,0.25,0.25,False
ml_decomposed,24451919,Int,Pop,0.17073170731707316,0.054794520547945216,False
ml_decomposed,24451919,Out,Pop,0.17218543046357615,0.14965986394557823,False
ml_decomposed,24515505,Pop,Pop,0.23880597014925373,0.23880597014925373,False
ml_decomposed,24515505,Int,Pop,0.3913043478260869,0.0,False
ml_decomposed,24515505,Out,Out,0.31884057971014496,0.31884057971014496,False
ml_decomposed,24726342,Pop,Pop,0.2857142857142857,0.2857142857142857,False
ml_decomposed,24726342,Int,Out,0.25,0.0,False
ml_decomposed,24726342,Out,Out,0.2931034482758621,0.2931034482758621,False
ml_decomposed,24803369,Pop,Pop,0.5617977528089888,0.5617977528089888,False
ml_decomposed,24803369,Int,Pop,0.48101265822784806,0.22222222222222224,False
ml_decomposed,24803369,Out,Pop,0.20833333333333334,0.06451612903225806,False
ml_decomposed,24960665,Pop,Int,0.26865671641791045,0.09756097560975609,False
ml_decomposed,24960665,Int,Out,0.05194805194805195,0.047058823529411764,False
ml_decomposed,24960665,Out,Int,0.23357664233576642,0.07751937984496124,False
ml_decomposed,24989854,Pop,Pop,0.38999999999999996,0.38999999999999996,False
ml_decomposed,24989854,Int,Pop,0.3229166666666667,0.21714285714285714,False
ml_decomposed,24989854,Out,Int,0.1286549707602339,0.07741935483870968,False
ml_decomposed,25068497,Pop,Pop,0.18867924528301885,0.18867924528301885,False
ml_decomposed,25068497,Int,Pop,0.18867924528301885,0.16129032258064516,False
ml_decomposed,25068497,Out,Out,0.29166666666666663,0.29166666666666663,False
ml_decomposed,25369243,Pop,Pop,0.37037037037037035,0.37037037037037035,False
ml_decomposed,25369243,Int,Pop,0.36697247706422015,0.06315789473684211,False
ml_decomposed,25369243,Out,Pop,0.3,0.25,False
ml_decomposed,25479285,Pop,Pop,0.24761904761904763,0.24761904761904763,False
ml_decomposed,25479285,Int,Pop,0.2837837837837838,0.2112676056338028,False
ml_decomposed,25479285,Out,Pop,0.14746543778801843,0.029850746268656716,False
ml_decomposed,25784723,Pop,Pop,0.390625,0.390625,False
ml_decomposed,25784723,Int,Pop,0.28415300546448086,0.16184971098265896,False
ml_decomposed,25784723,Out,Out,0.2,0.2,False
ml_decomposed,25885649,Pop,Pop,0.24137931034482762,0.24137931034482762,False
ml_decomposed,25885649,Int,Out,0.3255813953488372,0.021276595744680854,False
ml_decomposed,25885649,Out,Out,0.24150943396226415,0.24150943396226415,False
ml_decomposed,25886492,Pop,Pop,0.19999999999999998,0.19999999999999998,False
ml_decomposed,25886492,Int,Int,0.18181818181818182,0.18181818181818182,False
ml_decomposed,25886492,Out,Int,0.10572687224669604,0.019138755980861243,False
ml_decomposed,25898782,Pop,Pop,0.25,0.25,False
ml_decomposed,25898782,Int,Out,0.15555555555555556,0.14689265536723162,False
ml_decomposed,25898782,Out,Out,0.23287671232876714,0.23287671232876714,False
ml_decomposed,25931290,Pop,Int,0.2692307692307692,0.16981132075471697,False
ml_decomposed,25931290,Int,Int,0.2692307692307692,0.2692307692307692,False
ml_decomposed,25931290,Out,Out,0.4086021505376344,0.4086021505376344,False
ml_decomposed,25950425,Pop,Out,0.20879120879120877,0.15476190476190477,False
ml_decomposed,25950425,Int,Out,0.1990950226244344,0.19534883720930232,False
ml_decomposed,25950425,Out,Out,0.391304347826087,0.391304347826087,False
ml_decomposed,26210844,Pop,Pop,0.32,0.32,False
ml_decomposed,26210844,Int,Pop,0.32,0.19999999999999998,False
ml_decomposed,26210844,Out,Out,0.29333333333333333,0.29333333333333333,False
ml_decomposed,26278470,Pop,Pop,0.32911392405063294,0.32911392405063294,False
ml_decomposed,26278470,Int,Pop,0.26229508196721313,0.20111731843575417,False
ml_decomposed,26278470,Out,Out,0.27450980392156865,0.27450980392156865,False
ml_decomposed,2678230,Pop,None,0.0,0.0,False
ml_decomposed,2678230,Int,Out,0.24615384615384614,0.1904761904761905,False
ml_decomposed,2678230,Out,Out,0.24615384615384614,0.24615384615384614,False
ml_decomposed,2803397,Pop,Pop,0.16216216216216217,0.16216216216216217,False
ml_decomposed,2803397,Int,Out,0.19607843137254902,0.11764705882352941,False
ml_decomposed,2803397,Out,Out,0.38620689655172413,0.38620689655172413,False
ml_decomposed,2908133,Pop,Pop,0.2857142857142857,0.2857142857142857,False
ml_decomposed,2908133,Int,Pop,0.12213740458015268,0.10769230769230768,False
ml_decomposed,2908133,Out,Out,0.19047619047619047,0.19047619047619047,False
ml_decomposed,3067745,Pop,Pop,0.34285714285714286,0.34285714285714286,False
ml_decomposed,3067745,Int,Pop,0.19672131147540983,0.15625,False
ml_decomposed,3067745,Out,Out,0.13333333333333333,0.13333333333333333,False
ml_decomposed,3074300,Pop,Pop,0.2772277227722772,0.2772277227722772,False
ml_decomposed,3074300,Int,Pop,0.180327868852459,0.08547008547008547,False
ml_decomposed,3074300,Out,Out,0.4295302013422819,0.4295302013422819,False
ml_decomposed,3081600,Pop,Out,0.45098039215686275,0.2702702702702703,False
ml_decomposed,3081600,Int,Pop,0.21505376344086022,0.18749999999999997,False
ml_decomposed,3081600,Out,Out,0.4779874213836478,0.4779874213836478,False
ml_decomposed,3534803,Pop,Pop,0.5346534653465347,0.5346534653465347,False
ml_decomposed,3534803,Int,Int,0.22413793103448276,0.22413793103448276,False
ml_decomposed,3534803,Out,Int,0.14285714285714285,0.0,False
ml_decomposed,361799,Pop,Pop,0.2857142857142857,0.2857142857142857,False
ml_decomposed,361799,Int,Pop,0.19999999999999998,0.11034482758620691,False
ml_decomposed,361799,Out,Pop,0.12500000000000003,0.0,False
ml_decomposed,384815,Pop,Out,0.16666666666666666,0.1,False
ml_decomposed,384815,Int,Out,0.21311475409836067,0.12280701754385964,False
ml_decomposed,384815,Out,Out,0.29032258064516125,0.29032258064516125,False
ml_decomposed,3919804,Pop,Out,0.3684210526315789,0.21359223300970873,False
ml_decomposed,3919804,Int,Out,0.22500000000000003,0.08450704225352113,False
ml_decomposed,3919804,Out,Out,0.25,0.25,False
ml_decomposed,4919024,Pop,Pop,0.5070422535211268,0.5070422535211268,False
ml_decomposed,4919024,Int,Pop,0.3050847457627119,0.07692307692307693,False
ml_decomposed,4919024,Out,Out,0.38297872340425526,0.38297872340425526,False
ml_decomposed,6418441,Pop,Pop,0.20833333333333334,0.20833333333333334,False
ml_decomposed,6418441,Int,Out,0.21052631578947367,0.16766467065868262,False
ml_decomposed,6418441,Out,Out,0.23312883435582818,0.23312883435582818,False
ml_decomposed,6421395,Pop,Out,0.29931972789115646,0.24000000000000002,False
ml_decomposed,6421395,Int,Out,0.3773584905660377,0.1754385964912281,False
ml_decomposed,6421395,Out,Out,0.5,0.5,False
ml_decomposed,6920252,Pop,None,0.0,0.0,False
ml_decomposed,6920252,Int,Pop,0.3,0.09009009009009009,False
ml_decomposed,6920252,Out,Out,0.28771929824561404,0.28771929824561404,False
ml_decomposed,6938020,Pop,Pop,0.38095238095238093,0.38095238095238093,False
ml_decomposed,6938020,Int,Pop,0.38095238095238093,0.23376623376623376,False
ml_decomposed,6938020,Out,Out,0.24137931034482762,0.24137931034482762,False
ml_decomposed,6951573,Pop,Pop,0.7333333333333334,0.7333333333333334,False
ml_decomposed,6951573,Int,Out,0.21238938053097342,0.15517241379310345,False
ml_decomposed,6951573,Out,Int,0.4,0.2692307692307692,False
ml_decomposed,6989377,Pop,Pop,0.3846153846153846,0.3846153846153846,False
ml_decomposed,6989377,Int,Out,0.4923076923076922,0.12972972972972974,False
ml_decomposed,6989377,Out,Out,0.45231607629427784,0.45231607629427784,False
ml_decomposed,7598243,Pop,Pop,0.4,0.4,False
ml_decomposed,7598243,Int,Int,0.21052631578947367,0.21052631578947367,False
ml_decomposed,7598243,Out,Int,0.22000000000000003,0.08,False
ml_decomposed,7707420,Pop,Pop,0.2814070351758794,0.2814070351758794,False
ml_decomposed,7707420,Int,Pop,0.3829787234042553,0.31884057971014496,False
ml_decomposed,7707420,Out,Int,0.15757575757575756,0.11920529801324502,False
ml_decomposed,7808649,Pop,Pop,0.43902439024390244,0.43902439024390244,False
ml_decomposed,7808649,Int,Out,0.23076923076923078,0.1090909090909091,False
ml_decomposed,7808649,Out,Out,0.1877256317689531,0.1877256317689531,False
ml_decomposed,7814711,Pop,None,0.0,0.0,False
ml_decomposed,7814711,Int,Int,0.14736842105263157,0.14736842105263157,False
ml_decomposed,7814711,Out,Int,0.09821428571428573,0.055045871559633024,False
ml_decomposed,7827398,Pop,Pop,0.26136363636363635,0.26136363636363635,False
ml_decomposed,7827398,Int,Pop,0.36974789915966383,0.0,False
ml_decomposed,7827398,Out,Pop,0.22641509433962265,0.125,False
ml_decomposed,7844976,Pop,Out,0.37209302325581395,0.0,False
ml_decomposed,7844976,Int,Out,0.2972972972972973,0.23188405797101452,False
ml_decomposed,7844976,Out,None,0.0,0.0,False
ml_decomposed,7853069,Pop,Pop,0.2676056338028169,0.2676056338028169,False
ml_decomposed,7853069,Int,Pop,0.19178082191780824,0.07575757575757576,False
ml_decomposed,7853069,Out,Out,0.3384615384615384,0.3384615384615384,False
ml_decomposed,8726604,Pop,Pop,0.3636363636363636,0.3636363636363636,False
ml_decomposed,8726604,Int,Int,0.1680672268907563,0.1680672268907563,False
ml_decomposed,8726604,Out,Out,0.4742268041237113,0.4742268041237113,False
ml_decomposed,8771302,Pop,Pop,0.375,0.375,False
ml_decomposed,8771302,Int,Pop,0.2727272727272727,0.1904761904761905,False
ml_decomposed,8771302,Out,Out,0.2634730538922156,0.2634730538922156,False
ml_decomposed,8779382,Pop,Pop,0.3870967741935484,0.3870967741935484,False
ml_decomposed,8779382,Int,Pop,0.3076923076923077,0.0975609756097561,False
ml_decomposed,8779382,Out,Int,0.20833333333333334,0.1276595744680851,False
ml_decomposed,8911222,Pop,Pop,0.4583333333333333,0.4583333333333333,False
ml_decomposed,8911222,Int,Pop,0.2987012987012987,0.10606060606060608,False
ml_decomposed,8911222,Out,Out,0.34677419354838707,0.34677419354838707,False
ml_decomposed,8911223,Pop,Pop,0.1702127659574468,0.1702127659574468,False
ml_decomposed,8911223,Int,Pop,0.18181818181818182,0.17204301075268819,False
ml_decomposed,8911223,Out,Out,0.2987012987012987,0.2987012987012987,False
ml_decomposed,8913901,Pop,Pop,0.26804123711340205,0.26804123711340205,False
ml_decomposed,8913901,Int,Pop,0.20689655172413793,0.12403100775193798,False
ml_decomposed,8913901,Out,Pop,0.3247863247863248,0.1372549019607843,False
ml_decomposed,8916620,Pop,Pop,0.4761904761904762,0.4761904761904762,False
ml_decomposed,8916620,Int,Pop,0.4761904761904762,0.0,False
ml_decomposed,8916620,Out,None,0.0,0.0,False
ml_decomposed,8989009,Pop,Pop,0.26143790849673204,0.26143790849673204,False
ml_decomposed,8989009,Int,Pop,0.26143790849673204,0.23841059602649006,False
ml_decomposed,8989009,Out,Out,0.46017699115044247,0.46017699115044247,False
ml_decomposed,9229602,Pop,Pop,0.35294117647058826,0.35294117647058826,False
ml_decomposed,9229602,Int,Int,0.26666666666666666,0.26666666666666666,False
ml_decomposed,9229602,Out,Out,0.25,0.25,False
ml_decomposed,9394106,Pop,Pop,0.3829787234042553,0.3829787234042553,False
ml_decomposed,9394106,Int,Pop,0.3880597014925373,0.11965811965811966,False
ml_decomposed,9394106,Out,Out,0.30769230769230765,0.30769230769230765,False
ml_decomposed,9481998,Pop,Pop,0.3333333333333333,0.3333333333333333,False
ml_decomposed,9481998,Int,Pop,0.15517241379310345,0.12068965517241378,False
ml_decomposed,9481998,Out,Out,0.3366336633663366,0.3366336633663366,False
ml_decomposed,9573502,Pop,Pop,0.2857142857142857,0.2857142857142857,False
ml_decomposed,9573502,Int,Out,0.21348314606741572,0.19736842105263155,False
ml_decomposed,9573502,Out,Out,0.3645320197044335,0.3645320197044335,False
ml_decomposed,9695300,Pop,Int,0.26666666666666666,0.125,False
ml_decomposed,9695300,Int,Pop,0.33333333333333337,0.10071942446043165,False
ml_decomposed,9695300,Out,Out,0.26666666666666666,0.26666666666666666,False
ml_decomposed,9730996,Pop,Pop,0.28125,0.28125,False
ml_decomposed,9730996,Int,Pop,0.17142857142857143,0.11538461538461539,False
ml_decomposed,9730996,Out,Out,0.4615384615384615,0.4615384615384615,False
ml_decomposed,9816035,Pop,Pop,0.4,0.4,False
ml_decomposed,9816035,Int,Pop,0.5314685314685315,0.020833333333333336,True
ml_decomposed,9816035,Out,Out,0.19801980198019803,0.19801980198019803,False
llm_dynamic_1_shot,10070173,Pop,Pop,0.7142857142857143,0.7142857142857143,False
llm_dynamic_1_shot,10070173,Int,Int,0.42857142857142855,0.42857142857142855,False
llm_dynamic_1_shot,10070173,Out,Out,0.6666666666666667,0.6666666666666667,False
llm_dynamic_1_shot,10390665,Pop,Pop,0.6451612903225806,0.6451612903225806,False
llm_dynamic_1_shot,10390665,Int,Int,0.4000000000000001,0.4000000000000001,False
llm_dynamic_1_shot,10390665,Out,Out,0.4117647058823529,0.4117647058823529,False
llm_dynamic_1_shot,10475150,Pop,Pop,0.4615384615384615,0.4615384615384615,False
llm_dynamic_1_shot,10475150,Int,Int,0.17391304347826086,0.17391304347826086,False
llm_dynamic_1_shot,10475150,Out,Out,0.4347826086956522,0.4347826086956522,False
llm_dynamic_1_shot,10578479,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,10578479,Int,Int,0.26666666666666666,0.26666666666666666,False
llm_dynamic_1_shot,10578479,Out,Out,0.611111111111111,0.611111111111111,False
llm_dynamic_1_shot,10589810,Pop,Pop,0.36363636363636365,0.36363636363636365,False
llm_dynamic_1_shot,10589810,Int,Int,0.35714285714285715,0.35714285714285715,False
llm_dynamic_1_shot,10589810,Out,Out,0.625,0.625,False
llm_dynamic_1_shot,10763172,Pop,Pop,0.6666666666666667,0.6666666666666667,False
llm_dynamic_1_shot,10763172,Int,Int,0.6451612903225806,0.6451612903225806,False
llm_dynamic_1_shot,10763172,Out,Pop,0.31746031746031744,0.2068965517241379,False
llm_dynamic_1_shot,10764172,Pop,None,0.0,0.0,False
llm_dynamic_1_shot,10764172,Int,Int,0.28571428571428575,0.28571428571428575,False
llm_dynamic_1_shot,10764172,Out,Out,0.5581395348837208,0.5581395348837208,False
llm_dynamic_1_shot,10912743,Pop,None,0.0,0.0,False
llm_dynamic_1_shot,10912743,Int,Int,0.18181818181818182,0.18181818181818182,False
llm_dynamic_1_shot,10912743,Out,Out,0.42553191489361697,0.42553191489361697,False
llm_dynamic_1_shot,10934569,Pop,Pop,0.6799999999999999,0.6799999999999999,False
llm_dynamic_1_shot,10934569,Int,Int,0.5789473684210527,0.5789473684210527,False
llm_dynamic_1_shot,10934569,Out,Out,0.5806451612903226,0.5806451612903226,False
llm_dynamic_1_shot,10940525,Pop,Pop,0.5833333333333334,0.5833333333333334,False
llm_dynamic_1_shot,10940525,Int,Pop,0.3229813664596274,0.2608695652173913,False
llm_dynamic_1_shot,10940525,Out,Pop,0.41409691629955947,0.2824858757062147,False
llm_dynamic_1_shot,11099086,Pop,Pop,0.1702127659574468,0.1702127659574468,False
llm_dynamic_1_shot,11099086,Int,Int,0.41379310344827586,0.41379310344827586,False
llm_dynamic_1_shot,11099086,Out,Out,0.30769230769230765,0.30769230769230765,False
llm_dynamic_1_shot,11229858,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,11229858,Int,Int,0.8,0.8,False
llm_dynamic_1_shot,11229858,Out,Out,1.0,1.0,False
llm_dynamic_1_shot,1131298,Pop,Pop,1.0,1.0,False
llm_dynamic_1_shot,1131298,Int,Int,0.47368421052631576,0.47368421052631576,False
llm_dynamic_1_shot,1131298,Out,Out,0.888888888888889,0.888888888888889,False
llm_dynamic_1_shot,11317090,Pop,Pop,0.9411764705882353,0.9411764705882353,False
llm_dynamic_1_shot,11317090,Int,Int,0.35897435897435903,0.35897435897435903,False
llm_dynamic_1_shot,11317090,Out,Out,0.3096774193548387,0.3096774193548387,False
llm_dynamic_1_shot,11381289,Pop,None,0.0,0.0,False
llm_dynamic_1_shot,11381289,Int,Int,0.7777777777777777,0.7777777777777777,False
llm_dynamic_1_shot,11381289,Out,Out,0.8648648648648648,0.8648648648648648,False
llm_dynamic_1_shot,11401641,Pop,Pop,0.5333333333333333,0.5333333333333333,False
llm_dynamic_1_shot,11401641,Int,Int,0.9,0.9,False
llm_dynamic_1_shot,11401641,Out,Out,0.41379310344827586,0.41379310344827586,False
llm_dynamic_1_shot,11454878,Pop,Pop,0.8260869565217391,0.8260869565217391,False
llm_dynamic_1_shot,11454878,Int,Int,0.30508474576271183,0.30508474576271183,False
llm_dynamic_1_shot,11454878,Out,Out,0.6521739130434783,0.6521739130434783,False
llm_dynamic_1_shot,11495215,Pop,Pop,0.68,0.68,False
llm_dynamic_1_shot,11495215,Int,Int,0.1904761904761905,0.1904761904761905,False
llm_dynamic_1_shot,11495215,Out,Out,0.6153846153846153,0.6153846153846153,False
llm_dynamic_1_shot,11642083,Pop,Pop,0.5555555555555556,0.5555555555555556,False
llm_dynamic_1_shot,11642083,Int,Int,0.6399999999999999,0.6399999999999999,False
llm_dynamic_1_shot,11642083,Out,Out,0.6666666666666666,0.6666666666666666,False
llm_dynamic_1_shot,11737955,Pop,Pop,0.8125000000000001,0.8125000000000001,False
llm_dynamic_1_shot,11737955,Int,Int,0.47058823529411764,0.47058823529411764,False
llm_dynamic_1_shot,11737955,Out,Out,0.761904761904762,0.761904761904762,False
llm_dynamic_1_shot,11750293,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,11750293,Int,Int,1.0,1.0,False
llm_dynamic_1_shot,11750293,Out,Out,0.6111111111111112,0.6111111111111112,False
llm_dynamic_1_shot,11829043,Pop,Pop,0.4210526315789474,0.4210526315789474,False
llm_dynamic_1_shot,11829043,Int,Int,0.5714285714285715,0.5714285714285715,False
llm_dynamic_1_shot,11829043,Out,Out,0.2222222222222222,0.2222222222222222,False
llm_dynamic_1_shot,11891832,Pop,Pop,0.9411764705882353,0.9411764705882353,False
llm_dynamic_1_shot,11891832,Int,Int,0.39999999999999997,0.39999999999999997,False
llm_dynamic_1_shot,11891832,Out,Out,0.8219178082191781,0.8219178082191781,False
llm_dynamic_1_shot,12139812,Pop,Pop,0.6,0.6,False
llm_dynamic_1_shot,12139812,Int,Int,0.8695652173913043,0.8695652173913043,False
llm_dynamic_1_shot,12139812,Out,Out,0.7000000000000001,0.7000000000000001,False
llm_dynamic_1_shot,12477021,Pop,Pop,0.26666666666666666,0.26666666666666666,False
llm_dynamic_1_shot,12477021,Int,Int,0.7804878048780488,0.7804878048780488,False
llm_dynamic_1_shot,12477021,Out,Out,0.43478260869565216,0.43478260869565216,False
llm_dynamic_1_shot,12576806,Pop,Pop,0.8750000000000001,0.8750000000000001,False
llm_dynamic_1_shot,12576806,Int,Int,0.5714285714285713,0.5714285714285713,False
llm_dynamic_1_shot,12576806,Out,Out,0.30303030303030304,0.30303030303030304,False
llm_dynamic_1_shot,12586799,Pop,Pop,0.43902439024390244,0.43902439024390244,False
llm_dynamic_1_shot,12586799,Int,Int,0.4,0.4,False
llm_dynamic_1_shot,12586799,Out,Out,0.7894736842105262,0.7894736842105262,False
llm_dynamic_1_shot,12595499,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,12595499,Int,Int,0.2857142857142857,0.2857142857142857,False
llm_dynamic_1_shot,12595499,Out,Out,0.5142857142857142,0.5142857142857142,False
llm_dynamic_1_shot,12709693,Pop,Pop,0.32258064516129037,0.32258064516129037,False
llm_dynamic_1_shot,12709693,Int,Int,0.45161290322580644,0.45161290322580644,False
llm_dynamic_1_shot,12709693,Out,Out,0.5314685314685315,0.5314685314685315,False
llm_dynamic_1_shot,1286547,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,1286547,Int,Int,0.28571428571428575,0.28571428571428575,False
llm_dynamic_1_shot,1286547,Out,Out,0.6451612903225806,0.6451612903225806,False
llm_dynamic_1_shot,12960652,Pop,Pop,0.5769230769230769,0.5769230769230769,False
llm_dynamic_1_shot,12960652,Int,Int,0.47058823529411764,0.47058823529411764,False
llm_dynamic_1_shot,12960652,Out,Out,0.39999999999999997,0.39999999999999997,False
llm_dynamic_1_shot,1459268,Pop,None,0.0,0.0,False
llm_dynamic_1_shot,1459268,Int,Int,0.8571428571428571,0.8571428571428571,False
llm_dynamic_1_shot,1459268,Out,Out,0.8947368421052632,0.8947368421052632,False
llm_dynamic_1_shot,14679127,Pop,Pop,0.33333333333333337,0.33333333333333337,False
llm_dynamic_1_shot,14679127,Int,Int,0.5,0.5,False
llm_dynamic_1_shot,14679127,Out,Out,0.2727272727272727,0.2727272727272727,False
llm_dynamic_1_shot,14739125,Pop,Pop,0.5454545454545454,0.5454545454545454,False
llm_dynamic_1_shot,14739125,Int,Int,0.1764705882352941,0.1764705882352941,False
llm_dynamic_1_shot,14739125,Out,Out,0.744186046511628,0.744186046511628,False
llm_dynamic_1_shot,14763035,Pop,Pop,0.45000000000000007,0.45000000000000007,False
llm_dynamic_1_shot,14763035,Int,Int,0.4444444444444445,0.4444444444444445,False
llm_dynamic_1_shot,14763035,Out,Out,0.43243243243243246,0.43243243243243246,False
llm_dynamic_1_shot,15014018,Pop,Pop,0.6666666666666666,0.6666666666666666,False
llm_dynamic_1_shot,15014018,Int,Int,0.5454545454545454,0.5454545454545454,False
llm_dynamic_1_shot,15014018,Out,Out,0.5454545454545454,0.5454545454545454,False
llm_dynamic_1_shot,15133359,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,15133359,Int,Int,0.2857142857142857,0.2857142857142857,False
llm_dynamic_1_shot,15133359,Out,Out,0.6666666666666667,0.6666666666666667,False
llm_dynamic_1_shot,15193668,Pop,Pop,0.46153846153846156,0.46153846153846156,False
llm_dynamic_1_shot,15193668,Int,Int,0.5217391304347826,0.5217391304347826,False
llm_dynamic_1_shot,15193668,Out,Out,0.48,0.48,False
llm_dynamic_1_shot,15358868,Pop,Pop,0.5,0.5,False
llm_dynamic_1_shot,15358868,Int,Out,0.23529411764705882,0.0,False
llm_dynamic_1_shot,15358868,Out,Out,0.48000000000000004,0.48000000000000004,False
